stock,sector,sub_sector,earnings_date,is_large_reaction,is_extreme_reaction,hist_extreme_prob,global_hist_prob,current_lift_vs_baseline,current_lift_vs_same_bucket_global,extreme_count,risk_level,risk_score,base_extreme_prob
IR,Industrials,Industrial Machinery & Supplies & Components,2025-07-31,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,87.0,0.116
IR,Industrials,Industrial Machinery & Supplies & Components,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
IRM,Real Estate,Other Specialized REITs,2025-02-20,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
IRM,Real Estate,Other Specialized REITs,2025-05-01,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
IRM,Real Estate,Other Specialized REITs,2025-08-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
IRM,Real Estate,Other Specialized REITs,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
ISRG,Health Care,Health Care Equipment,2025-01-23,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
ISRG,Health Care,Health Care Equipment,2025-04-22,1,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
ISRG,Health Care,Health Care Equipment,2025-07-22,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
ISRG,Health Care,Health Care Equipment,2025-10-16,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
IT,Information Technology,IT Consulting & Other Services,2025-02-04,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
IT,Information Technology,IT Consulting & Other Services,2025-05-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
IT,Information Technology,IT Consulting & Other Services,2025-08-05,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
IT,Information Technology,IT Consulting & Other Services,2025-11-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
ITW,Industrials,Industrial Machinery & Supplies & Components,2025-02-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
ITW,Industrials,Industrial Machinery & Supplies & Components,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
ITW,Industrials,Industrial Machinery & Supplies & Components,2025-07-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
ITW,Industrials,Industrial Machinery & Supplies & Components,2025-10-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
IVZ,Financials,Asset Management & Custody Banks,2025-01-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
IVZ,Financials,Asset Management & Custody Banks,2025-04-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,33.0,0.116
IVZ,Financials,Asset Management & Custody Banks,2025-07-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
IVZ,Financials,Asset Management & Custody Banks,2025-10-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
J,Industrials,Construction & Engineering,2025-02-04,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,87.0,0.116
J,Industrials,Construction & Engineering,2025-05-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
J,Industrials,Construction & Engineering,2025-08-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,87.0,0.116
J,Industrials,Construction & Engineering,2025-11-18,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
JBHT,Industrials,Cargo Ground Transportation,2025-01-16,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
JBHT,Industrials,Cargo Ground Transportation,2025-04-15,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
JBHT,Industrials,Cargo Ground Transportation,2025-07-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
JBHT,Industrials,Cargo Ground Transportation,2025-10-15,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
JBL,Information Technology,Electronic Manufacturing Services,2025-03-20,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
JBL,Information Technology,Electronic Manufacturing Services,2025-06-17,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
JBL,Information Technology,Electronic Manufacturing Services,2025-09-25,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
JBL,Information Technology,Electronic Manufacturing Services,2025-12-17,1,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
JCI,Industrials,Building Products,2025-02-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
JCI,Industrials,Building Products,2025-05-07,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
JCI,Industrials,Building Products,2025-07-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
JCI,Industrials,Building Products,2025-11-12,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
JKHY,Financials,Transaction & Payment Processing Services,2025-02-04,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
JKHY,Financials,Transaction & Payment Processing Services,2025-05-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
JKHY,Financials,Transaction & Payment Processing Services,2025-08-19,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
JKHY,Financials,Transaction & Payment Processing Services,2025-11-04,1,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
JNJ,Health Care,Pharmaceuticals,2025-01-22,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
JNJ,Health Care,Pharmaceuticals,2025-04-15,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
JNJ,Health Care,Pharmaceuticals,2025-07-16,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
JNJ,Health Care,Pharmaceuticals,2025-10-14,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
JPM,Financials,Diversified Banks,2025-01-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
JPM,Financials,Diversified Banks,2025-04-11,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
JPM,Financials,Diversified Banks,2025-07-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
JPM,Financials,Diversified Banks,2025-10-14,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-02-20,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-10-27,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
KEY,Financials,Regional Banks,2025-01-21,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
KEY,Financials,Regional Banks,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
KEY,Financials,Regional Banks,2025-07-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
KEY,Financials,Regional Banks,2025-10-16,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
KEYS,Information Technology,Electronic Equipment & Instruments,2025-02-25,1,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
KEYS,Information Technology,Electronic Equipment & Instruments,2025-05-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
KEYS,Information Technology,Electronic Equipment & Instruments,2025-08-19,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
KEYS,Information Technology,Electronic Equipment & Instruments,2025-11-25,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
KHC,Consumer Staples,Packaged Foods & Meats,2025-02-12,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
KHC,Consumer Staples,Packaged Foods & Meats,2025-04-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
KHC,Consumer Staples,Packaged Foods & Meats,2025-07-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
KHC,Consumer Staples,Packaged Foods & Meats,2025-10-29,0,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
KIM,Real Estate,Retail REITs,2025-02-07,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
KIM,Real Estate,Retail REITs,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
KIM,Real Estate,Retail REITs,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
KIM,Real Estate,Retail REITs,2025-10-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
KKR,Financials,Asset Management & Custody Banks,2025-02-04,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
KKR,Financials,Asset Management & Custody Banks,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,30.0,0.116
KKR,Financials,Asset Management & Custody Banks,2025-07-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
KKR,Financials,Asset Management & Custody Banks,2025-11-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
KLAC,Information Technology,Semiconductor Materials & Equipment,2025-01-30,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
KLAC,Information Technology,Semiconductor Materials & Equipment,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
KLAC,Information Technology,Semiconductor Materials & Equipment,2025-07-31,0,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
KLAC,Information Technology,Semiconductor Materials & Equipment,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
KMB,Consumer Staples,Household Products,2025-01-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
KMB,Consumer Staples,Household Products,2025-04-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
KMB,Consumer Staples,Household Products,2025-08-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
KMB,Consumer Staples,Household Products,2025-10-30,1,1,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
KMI,Energy,Oil & Gas Storage & Transportation,2025-01-22,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
KMI,Energy,Oil & Gas Storage & Transportation,2025-04-16,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
KMI,Energy,Oil & Gas Storage & Transportation,2025-07-16,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
KMI,Energy,Oil & Gas Storage & Transportation,2025-10-22,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-02-11,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-07-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-10-21,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
KR,Consumer Staples,Food Retail,2025-03-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
KR,Consumer Staples,Food Retail,2025-06-20,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
KR,Consumer Staples,Food Retail,2025-09-11,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
KR,Consumer Staples,Food Retail,2025-12-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
KVUE,Consumer Staples,Personal Care Products,2025-02-06,1,0,,,,,,,,0.116
KVUE,Consumer Staples,Personal Care Products,2025-05-08,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
KVUE,Consumer Staples,Personal Care Products,2025-08-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
KVUE,Consumer Staples,Personal Care Products,2025-11-03,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,28.0,0.116
L,Financials,Multi-line Insurance,2025-02-03,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
L,Financials,Multi-line Insurance,2025-05-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
L,Financials,Multi-line Insurance,2025-07-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
L,Financials,Multi-line Insurance,2025-11-03,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
LDOS,Industrials,Diversified Support Services,2025-02-11,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
LDOS,Industrials,Diversified Support Services,2025-05-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
LDOS,Industrials,Diversified Support Services,2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
LDOS,Industrials,Diversified Support Services,2025-11-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
LEN,Consumer Discretionary,Homebuilding,2025-03-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
LEN,Consumer Discretionary,Homebuilding,2025-06-16,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
LEN,Consumer Discretionary,Homebuilding,2025-09-18,1,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
LEN,Consumer Discretionary,Homebuilding,2025-12-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
LH,Health Care,Health Care Services,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
LH,Health Care,Health Care Services,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
LH,Health Care,Health Care Services,2025-07-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
LH,Health Care,Health Care Services,2025-10-23,1,1,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
LHX,Industrials,Aerospace & Defense,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
LHX,Industrials,Aerospace & Defense,2025-04-24,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
LHX,Industrials,Aerospace & Defense,2025-07-24,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
LHX,Industrials,Aerospace & Defense,2025-10-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
LII,Industrials,Building Products,2025-01-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
LII,Industrials,Building Products,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
LII,Industrials,Building Products,2025-07-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
LII,Industrials,Building Products,2025-10-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
LIN,Materials,Industrial Gases,2025-02-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
LIN,Materials,Industrial Gases,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,30.0,0.116
LIN,Materials,Industrial Gases,2025-08-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
LIN,Materials,Industrial Gases,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
LLY,Health Care,Pharmaceuticals,2025-02-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
LLY,Health Care,Pharmaceuticals,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,32.0,0.116
LLY,Health Care,Pharmaceuticals,2025-08-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
LLY,Health Care,Pharmaceuticals,2025-10-30,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
LMT,Industrials,Aerospace & Defense,2025-01-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
LMT,Industrials,Aerospace & Defense,2025-04-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
LMT,Industrials,Aerospace & Defense,2025-07-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
LMT,Industrials,Aerospace & Defense,2025-10-21,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
LNT,Utilities,Electric Utilities,2025-02-20,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
LNT,Utilities,Electric Utilities,2025-05-09,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
LNT,Utilities,Electric Utilities,2025-08-07,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
LNT,Utilities,Electric Utilities,2025-11-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
LOW,Consumer Discretionary,Home Improvement Retail,2025-02-26,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
LOW,Consumer Discretionary,Home Improvement Retail,2025-05-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
LOW,Consumer Discretionary,Home Improvement Retail,2025-08-20,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
LOW,Consumer Discretionary,Home Improvement Retail,2025-11-19,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
LRCX,Information Technology,Semiconductor Materials & Equipment,2025-01-29,1,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
LRCX,Information Technology,Semiconductor Materials & Equipment,2025-04-23,1,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
LRCX,Information Technology,Semiconductor Materials & Equipment,2025-07-30,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
LRCX,Information Technology,Semiconductor Materials & Equipment,2025-10-22,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-03-19,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-06-05,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-09-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,93.0,0.116
LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-12-11,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
LUV,Industrials,Passenger Airlines,2025-01-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
LUV,Industrials,Passenger Airlines,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,31.0,0.116
LUV,Industrials,Passenger Airlines,2025-07-23,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
LUV,Industrials,Passenger Airlines,2025-10-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
LVS,Consumer Discretionary,Casinos & Gaming,2025-01-29,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
LVS,Consumer Discretionary,Casinos & Gaming,2025-04-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
LVS,Consumer Discretionary,Casinos & Gaming,2025-07-23,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
LVS,Consumer Discretionary,Casinos & Gaming,2025-10-22,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
LW,Consumer Staples,Packaged Foods & Meats,2025-04-03,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
LW,Consumer Staples,Packaged Foods & Meats,2025-07-22,1,1,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
LW,Consumer Staples,Packaged Foods & Meats,2025-09-30,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
LW,Consumer Staples,Packaged Foods & Meats,2025-12-19,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
LYB,Materials,Specialty Chemicals,2025-01-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
LYB,Materials,Specialty Chemicals,2025-04-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,33.0,0.116
LYB,Materials,Specialty Chemicals,2025-08-01,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
LYB,Materials,Specialty Chemicals,2025-10-31,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
LYV,Communication Services,Movies & Entertainment,2025-02-20,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
LYV,Communication Services,Movies & Entertainment,2025-04-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
LYV,Communication Services,Movies & Entertainment,2025-08-07,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
LYV,Communication Services,Movies & Entertainment,2025-11-04,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
MA,Financials,Transaction & Payment Processing Services,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
MA,Financials,Transaction & Payment Processing Services,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
MA,Financials,Transaction & Payment Processing Services,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
MA,Financials,Transaction & Payment Processing Services,2025-10-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
MAA,Real Estate,Multi-Family Residential REITs,2025-02-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
MAA,Real Estate,Multi-Family Residential REITs,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
MAA,Real Estate,Multi-Family Residential REITs,2025-07-30,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
MAA,Real Estate,Multi-Family Residential REITs,2025-10-29,0,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-02-11,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-11-03,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
MAS,Industrials,Building Products,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
MAS,Industrials,Building Products,2025-04-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
MAS,Industrials,Building Products,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
MAS,Industrials,Building Products,2025-10-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
MCD,Consumer Discretionary,Restaurants,2025-02-10,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
MCD,Consumer Discretionary,Restaurants,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
MCD,Consumer Discretionary,Restaurants,2025-08-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
MCD,Consumer Discretionary,Restaurants,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
MCHP,Information Technology,Semiconductors,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
MCHP,Information Technology,Semiconductors,2025-05-08,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,34.0,0.116
MCHP,Information Technology,Semiconductors,2025-08-07,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
MCHP,Information Technology,Semiconductors,2025-11-10,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
MCK,Health Care,Health Care Distributors,2025-02-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
MCK,Health Care,Health Care Distributors,2025-05-08,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
MCK,Health Care,Health Care Distributors,2025-08-06,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
MCK,Health Care,Health Care Distributors,2025-11-05,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
MCO,Financials,Financial Exchanges & Data,2025-02-13,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
MCO,Financials,Financial Exchanges & Data,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,34.0,0.116
MCO,Financials,Financial Exchanges & Data,2025-07-21,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
MCO,Financials,Financial Exchanges & Data,2025-10-20,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
MDLZ,Consumer Staples,Packaged Foods & Meats,2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
MDLZ,Consumer Staples,Packaged Foods & Meats,2025-04-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
MDLZ,Consumer Staples,Packaged Foods & Meats,2025-07-29,1,1,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
MDLZ,Consumer Staples,Packaged Foods & Meats,2025-11-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
MDT,Health Care,Health Care Equipment,2025-02-18,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
MDT,Health Care,Health Care Equipment,2025-05-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
MDT,Health Care,Health Care Equipment,2025-08-19,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
MDT,Health Care,Health Care Equipment,2025-11-18,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
MET,Financials,Life & Health Insurance,2025-02-05,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
MET,Financials,Life & Health Insurance,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
MET,Financials,Life & Health Insurance,2025-08-06,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
MET,Financials,Life & Health Insurance,2025-11-05,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
META,Communication Services,Interactive Media & Services,2025-01-29,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
META,Communication Services,Interactive Media & Services,2025-04-30,1,1,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
META,Communication Services,Interactive Media & Services,2025-07-30,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
